Body ID,articleBody
42,"Chinese cities from Wuhan in central China to Xining in the north-west are doubling down on Covid-19 curbs, sealing up buildings, locking down districts and throwing millions into distress in a scramble to halt widening outbreaks.China on Thursday reported a third straight day of more than 1,000 new Covid cases nationwide, a modest tally compared with the tens of thousands a day that sent Shanghai into a full-blown lockdown earlier this year but enough to trigger more curbs and restrictions across the country.Wuhan, site of the worldís first Covid-19 outbreak in late 2019, reported about 20 to 25 new infections a day this week. The city has registered 240 cases over the past 14 days. Local authorities ordered more"
43,"It is far fewer than last winter when the Omicron variant pushed the estimated peak daily average to about 80 million - and the increase is also not expected to cause a big increase in deaths.The university's Institute for Health Metrics and Evaluation (IHME) forecasts average deaths will rise from about 1,660 now to 2,748 on 1 February."
44,"Just in time for colder weather and with other respiratory viruses on the rise, the mix of Covid-19 variants is shifting again in New York City in potentially worrying ways.The Omicron variant that accounted for most infections through the summer, BA.5, is now giving way to a variant soup ó a mixture of different Omicron subvariants, including BQ.1 and BQ.1.1, which are even more transmissible and better at dodging immunity.With most testing now done at home, it is hard to get a clear picture of the amount of virus circulating. The cityís official Covid case numbers have been holding steady for two months, at about 2,000 cases reported per day. But hospitalizations have again started to increase. There were about 1,100 people hospitalized with Covid-19 in New York City on Oct. 24, up from 750 in mid-September, according to state data."
45,"Any changes to Macau border policy ìtend to have a two- to four-week cycleî, when significant Covid-19 incidents occur, said a Wednesday memo from JP Morgan Securities (Asia Pacific) Ltd, mentioning that any fallout from the latest single infection of a local person, announced on Wednesday, still had to be assessed ìThere is not much, if any, downside to near-termî market performance in the Macau casino sector, ìgiven the extremely low bar set by market expectations,î stated analyst DS Kim in the note.The case involving a 66-year-old local woman is being classified as ìimportedî and up to now the Macau authorities say it should not disrupt plans to restore gradually tour group business from the mainland ñ possibly in November ñ after a near three-year pause due to the pandemic.As of Thursday morning, mass testing of people in a ëredí zone and ëkey areasí associated with the home of the patient in the Fai Chi Kei district of Macau peninsula, had not produced any more ëpostiveí results, according to the Macau government. Under the cityís health protocols, such localised testing must occur daily for three consecutive days, from the time of an alert."
46,"If you have been in contact with a person who has tested positive for COVID-19, you should declare your situation on TRAMED and follow the instructions that you receive. CERN aligns with the French rules, i.e. only one self-test is required, 48 hours after the most recent contact with the person who has tested positive. For those who have declared themselves as a close contact on TRAMED, self-tests remain available from the Medical Service infirmary. Self-tests are also available from the CERN Stores for stratified testing for business continuity.Basic hygiene measures, such as hand washing, regularly ventilating offices and disinfecting, remain important to protect us against viral infections and are strongly encouraged. We would like to remind you that individuals are at liberty to choose for themselves whether to wear face masks. It is a personal choice and should be respected by all of us: whether you choose to wear a mask or not, you do not have to justify your decision to anyone. Masks, including FFP2s, continue to be made available by CERN."
47,"Figures show 10% of all pupils were persistently absent during the pandemic - the rate was under 3% before that.The absence gap between pupils eligible for free school meals (FSM) and those who are not grew after Covid, the Welsh government figures suggest.One teaching union said some pupils were vulnerable to missing school, having disengaged during lockdown.Persistent absence is when a pupil misses than 20% of classes over the school year.For the first time, these figures compare the last academic year - when pupils went back to school - with the five years before the pandemic."
48,"The European Medicines Agency (EMA) has warned that a new wave of Covid is expected to hit Europe ""within a week"". The health agency also warned that new variants of the virus were evolving faster than the supply of adaptive vaccines.The EU watchdog said that the pandemic was not over yet and everyone needs to be cautious about the new mutations that continue to surface."
49,"The Navy separated 180 active-duty sailors in the past month for refusing to get vaccinated against COVID-19, according to the sea serviceís monthly update.The Navy has separated a total of 1,544 active-duty sailors and 327 reservists for refusing to get the mandatory two-shot vaccine for COVID-19. Another 22 sailors were also released in their first 180 days of service, bringing the Navyís total of separated sailors to 1,893.The Navy has received 3,318 religious waiver requests from active-duty sailors and 859 from reservists. Under a court ruling, the Navy cannot separate anyone who has submitted a religious exemption request.The case, which involves approximately 35 special warfare community members, is currently in the Fifth Circuit Court of Appeals. Oral testimony in the case is currently scheduled for the week of Feb. 6, 2023."
50,"Islamabad: The Pakistani government has rejected the World Health Organization's (WHO) report on number of COVID-19 deaths in the country, questioning the United Nations body's methodology to collect data and supposing an error in the software used to collate the numbers.In a recent report, the WHO estimated there were 260,000 COVID-19 deaths in Pakistan -- eight times the official figure. Official records state Pakistan had 30,369 COVID-19 deaths with over 1.5 million infections.""We [authorities] have been gathering data manually on Covid deaths, it could have a difference of a few hundred but it can't be in hundreds of thousands. This is completely baseless,"" Samaa News quoted Health Minister Abdul Qadir Patel as saying."
51,"Islamabad: Asian Development Bank released a report which states that Pakistan has accumulated over USD10 billion in new debt during the Covid-19 pandemic.To manage the fiscal imbalance, the government massively stockpiled debt, which led to impacts on financial markets. A high fiscal deficit affects resource allocation among the private and the public sectors. In Pakistan, the borrowing of the government from banks constitutes more than 90 per cent of total loans, the report noted.Pakistan's debt to Gross Domestic Product ratio was the highest in the Central Asia Regional Economic Cooperation Program (CAREC) region at 86 per cent in 2019 which increased in 2020, reading at 99 per cent, as per Business Recorder citing the ADB report named as ""COVID-19 and Economic Recovery Potential in the CAREC Region""."
52,"Islamabad: Amid rising Omicron cases in a number of countries, Pakistan's COVID response body has allowed booster shots for people aged 30 years and above.The booster shots will be administered free of charge from January 1, the Dawn reported, quoting Dr Rana Safdar, Director General for Ministry of National Health Services (NHS).Booster doses of choice would be given to people, said Safdar stressing that that mix and match have been allowed or booster of the same company, which was administered earlier, can be given as per the choice of the people."
53,"Washington: The top US health body has issued a ""Level One"" COVID-19 notice for Americans travelling to India, saying the risk of contracting the infection and developing severe symptoms may be lower if one is fully vaccinated.Separately, the US State Department issued Level Two and Three travel advisories for India and Pakistan, saying while citizens are urged to reconsider travel to Pakistan due to terrorism and sectarian violence, those going to India must exercise increased caution due to crime and terrorism.The State Department also urged US citizens not to travel to Jammu and Kashmir due to terrorism and civil unrest, and also within 10 kilometres of the India-Pakistan border due to the potential for armed conflict."
54,"England pace bowler Stuart Broad insists he will go on the Ashes tour of Australia this winter despite concerns over coronavirus restrictions. The England and Wales Cricket Board are ""very confident"" the Ashes series will go ahead as planned amid Australia's tight border controls. The prospect of lengthy Covid-related quarantines and restrictive bubble environments makes the tour less appealing than in the pre-pandemic era. The ECB are also set to make a decision about whether to press ahead with next month's scheduled tour to Pakistan for back-to-back Twenty20 double-headers for both the men's and women's sides on October 13 and 14 in Rawalpindi. England's first planned international visit to Pakistan since 2005 has been plunged into doubt after New Zealand abruptly abandoned their tour of the country because of a ""security alert"" from their government.But Broad, 35, is ""working tirelessly"" to be included in the travelling party for the Australia series, which starts in December.""It is now just a couple of weeks away from a squad being selected but players can't sign up to something unless they know what they are signing up for,"" Broad wrote in the Mail on Sunday. 
""If you ask me if I would be happy to get on a plane to Australia in November, I would say yes. I am working tirelessly to get there. I don't feel there will be a postponement,"" he added."
55,"Islamabad: Tens of thousands of Pakistanis are thronging coronavirus vaccination centres daily after officials announced penalties for the unvaccinated, including blocked cell phones and barred access to offices, restaurants, shopping malls and transport.Queues for inoculations stretched more than a kilometre in some locations this week, in response to measures designed to help slow a Delta variant-fuelled surge in infections that has put pressure on Pakistan's poor health infrastructure.In a country that has a long anti-vaccination history, health workers said many in line were more afraid of the restrictions - some started Aug. 1 while others kick in on Aug. 30 - than the health threat of COVID-19. That perception was supported by people queuing who spoke to Reuters."
56,"Islamabad: There are ""clear early signs"" of a fourth COVID-19 wave starting in Pakistan due to poor compliance with the standard operating procedures and the spread of the Delta variant, Minister for Planning Asad Umar said on Friday.Asad Umar, who is also the head of the National Command and Operation Center (NCOC) to combat COVID-19, said field reports were showing a complete disregard for the standard operating procedures (SOPs) and warned that the government would be forced to shut down wedding halls, indoor restaurants and gyms if they ignored the rules.""Two weeks ago, I tweeted that our artificial intelligence models are showing the possible emergence of a fourth wave. Now there are clear early signs of a fourth wave starting,"" he said in a tweet."
57,"Washington: The top US health body has issued a ""Level One"" COVID-19 notice for Americans travelling to India, saying the risk of contracting the infection and developing severe symptoms may be lower if one is fully vaccinated.Separately, the US State Department issued Level Two and Three travel advisories for India and Pakistan, saying while citizens are urged to reconsider travel to Pakistan due to terrorism and sectarian violence, those going to India must exercise increased caution due to crime and terrorism.The State Department also urged US citizens not to travel to Jammu and Kashmir due to terrorism and civil unrest, and also within 10 kilometres of the India-Pakistan border due to the potential for armed conflict."
58,"Said Individual Tested Covid -ve': India On Reports On Embassy In PakIndian High Commission in Islamabad clarified that an official's spouse has tested negative for Covid.Islamabad: The Indian High Commission in Islamabad on Monday clarified that an official's spouse, who was reported by the Pakistani media to have been tested positive for the coronavirus, has tested ""negative"" for COVID on RT-PCR conducted on arrival here and in Lahore.
""In response to media reports that the spouse of an official of the Indian High Commission tested + for Covid on RAT, it is clarified that said individual has tested NEGATIVE for Covid on RT-PCR, conducted on arrival in Islamabad. RT-PCR in Lahore, as per reports, was also NEGATIVE,"" the Indian High Commission tweeted.Earlier, Pakistan asked 12 officials of the Indian High Commission (IHC) in Islamabad to quarantine, along with their family members and drivers, after one of them reportedly tested positive for the coronavirus since their arrival from India last week, the Foreign Office said."
59,"Washington: The top US health body has issued a ""Level One"" COVID-19 notice for Americans travelling to India, saying the risk of contracting the infection and developing severe symptoms may be lower if one is fully vaccinated.Separately, the US State Department issued Level Two and Three travel advisories for India and Pakistan, saying while citizens are urged to reconsider travel to Pakistan due to terrorism and sectarian violence, those going to India must exercise increased caution due to crime and terrorism.The State Department also urged US citizens not to travel to Jammu and Kashmir due to terrorism and civil unrest, and also within 10 kilometres of the India-Pakistan border due to the potential for armed conflict."
60,The 68-year-old premier along with his wife Bushra Bibi tested positive for COVID-19 on March 20 and the couple remained in quarantine. It was not known if she hadn't recovered.
61,"Two Hundred Sikh pilgrims from among 800 who went to Pakistan to celebrate Baisakhi have tested negative for coronavirus on their return, officials have said.The Sikh devotees from India had gone to Lahore's Gurdwara Panja Sahib on the last day of Baisakhi. Officials said 200 of them have tested negative after they took a rapid antigen test.Now, some of them who have returned to Amritsar will be tested using the more accurate RT-PCR method, officials have said."
62,"London: Britain said on Friday it would add Bangladesh, Kenya, Pakistan and the Philippines to its travel ""red list"", banning entry to people arriving from those countries unless they are British or Irish nationals.Those who come to Britain from countries on the red list will be refused entry, while returning Britons must submit to 10 days of mandatory quarantine in hotels.From 4 AM on April 9, Pakistan, Kenya, the Philippines and Bangladesh will be put on the list, the government said, joining about three dozen other nations mainly in Africa, the Middle East and South America."
63,The 68-year-old premier along with his wife Bushra Bibi tested positive for COVID-19 on March 20 and the couple remained in quarantine. after President Arif Alvi and Defence Minister Pervaiz Khattak tested positive for the deadly virus and went into quarantine. No fresh statement was officially made about their health.
64,"Two Hundred Sikh pilgrims from among 800 who went to Pakistan to celebrate Baisakhi have tested negative for coronavirus on their return, officials have said.The Sikh devotees from India had gone to Lahore's Gurdwara Panja Sahib on the last day of Baisakhi. Officials said 200 of them have tested negative after they took a rapid antigen test.Now, some of them who have returned to Amritsar will be tested using the more accurate RT-PCR method, officials have said."
65,"The Pakistan Super League (PSL) between Islamabad United and Quetta Gladiators hasn't rescheduled for Tuesday after spinner Fawad Ahmed returned a negative COVID-19 test. Islamabad United informed that Fawad was put in isolation two days ago as he had shown symptoms while all the other team members have tested negative for coronavirus and have been cleared to play.""One of our players, Fawad Ahmedtested positive for Covid and was immediately put in isolation 2 days ago. All other Islamabad United players and members have tested negative and have been cleared to play. We wish Fawad a speedy recovery,"" Islamabad United tweeted.The Pakistan Super League (PSL) match which was scheduled for 7.30 pm on Monday was earlier delayed by two hours but the game now has been pushed back to Tuesday. All players of Islamabad United are cleared to play in the game. ""Quetta Gladiators-Islamabad United match rescheduled for Tuesday, 2 March, at 7pm PKT. More details to follow shortly,"" Pakistan Cricket tweeted. Meanwhile, the Pakistan Cricket Board (PCB) has informed that the players of the other PSL teams are being tested."
66,"Washington: The top US health body has issued a ""Level One"" COVID-19 notice for Americans travelling to India, saying the risk of contracting the infection and developing severe symptoms may be lower if one is fully vaccinated.Separately, the US State Department issued Level Two and Three travel advisories for India and Pakistan, saying while citizens are urged to reconsider travel to Pakistan due to terrorism and sectarian violence, those going to India must exercise increased caution due to crime and terrorism.The State Department also urged US citizens not to travel to Jammu and Kashmir due to terrorism and civil unrest, and also within 10 kilometres of the India-Pakistan border due to the potential for armed conflict."
67,"Washington: The top US health body has issued a ""Level One"" COVID-19 notice for Americans travelling to India, saying the risk of contracting the infection and developing severe symptoms may be lower if one is fully vaccinated.Separately, the US State Department issued Level Two and Three travel advisories for India and Pakistan, saying while citizens are urged to reconsider travel to Pakistan due to terrorism and sectarian violence, those going to India must exercise increased caution due to crime and terrorism.The State Department also urged US citizens not to travel to Jammu and Kashmir due to terrorism and civil unrest, and also within 10 kilometres of the India-Pakistan border due to the potential for armed conflict."
68,"New Delhi: The Union Home Ministry Thursday denied permission to 600 Sikh pilgrims intending to visit gurdwaras in Pakistan citing the security and COVID-19 situation in that country, officials said.In a communication to the Shiromani Gurdwara Prabandhak Committee (SGPC), the home ministry said that the security situation in Pakistan continues to be adverse and there is a threat to Indian citizens in that country.Besides, the COVID-19 pandemic has affected five lakh people in Pakistan and 10,000 people lost their lives due to the disease.The health infrastructure in Pakistan is also not adequate, the ministry said.It also said that both passengers as well as trade traffic between India and Pakistan has stopped since March 2020 due to the pandemic."
69,"Two Hundred Sikh pilgrims from among 800 who went to Pakistan to celebrate Baisakhi have tested negative for coronavirus on their return, officials have said.The Sikh devotees from India had gone to Lahore's Gurdwara Panja Sahib on the last day of Baisakhi. Officials said 200 of them have tested negative after they took a rapid antigen test.Now, some of them who have returned to Amritsar will be tested using the more accurate RT-PCR method, officials have said."
70,"If you have been in contact with a person who has tested positive for COVID-19, you should declare your situation on TRAMED and follow the instructions that you receive. CERN aligns with the French rules, i.e. only one self-test is required, 48 hours after the most recent contact with the person who has tested positive. For those who have declared themselves as a close contact on TRAMED, self-tests remain available from the Medical Service infirmary. Self-tests are also available from the CERN Stores for stratified testing for business continuity.Basic hygiene measures, such as hand washing, regularly ventilating offices and disinfecting, remain important to protect us against viral infections and are strongly encouraged. We would like to remind you that individuals are at liberty to choose for themselves whether to wear face masks. It is a personal choice and should be respected by all of us: whether you choose to wear a mask or not, you do not have to justify your decision to anyone. Masks, including FFP2s, continue to be made available by CERN."
71,"Two Hundred Sikh pilgrims from among 800 who went to Pakistan to celebrate Baisakhi have tested negative for coronavirus on their return, officials have said.The Sikh devotees from India had gone to Lahore's Gurdwara Panja Sahib on the last day of Baisakhi. Officials said 200 of them have tested negative after they took a rapid antigen test.Now, some of them who have returned to Amritsar will be tested using the more accurate RT-PCR method, officials have said."
72,"Pakistan Prime Minister Imran Khan' wife Bushra Bibi also tested positive for COVID-19 a few hours after the PM himself got infected with the virus on Saturday.Taking to Twitter this evening, Imran Khan thanked everyone for their good wishes and prayers for him and his wife. ""I want to thank everyone in Pakistan & abroad for their good wishes and prayers for the quick recovery of the first lady and I from Covid 19,"" he wrote."
73,"Islamabad, Pakistan: Pakistan will purchase 1.2 million COVID-19 vaccine doses from China's Sinopharm , a minister said on Thursday, the first official confirmation of a vaccine purchase by the South Asian country as it battles a second wave of infections.China approved a COVID-19 vaccine developed by an affiliate of state-backed pharmaceutical giant Sinopharm on Thursday, its first approved shot for general public use.""The Cabinet Committee has decided to initially purchase 1.2 million doses of the vaccine from the Chinese company Sinopharm, which will be provided free of cost to frontline workers in the first quarter of 2021,"" Pakistani Minister for Science and Technology Chaudhry Fawad Hussain said on Twitter.Pakistan had earlier this month approved $150 million in funding to buy COVID-19 vaccines, initially to cover the most vulnerable 5 per cent of the population.The country did not announce which vaccine it would procure, but said a panel of experts was compiling a list of recommendations and that it could tap more than one source."
74,"Islamabad: Pakistan on Tuesday confirmed its first case of the new coronavirus variant found in the UK after it identified the strain that spreads at a much faster pace in three samples taken from passengers who had returned from Britain.The health department in Sindh said the samples of 12 returnees were taken for genotyping, out of which six tested positive.""Samples of 3 UK returnees show a 95 per cent match to the new coronavirus variant from the UK in the first phase of genotyping,"" it said in a tweet."
75,"Pakistan head coach Misbah-ul-Haq feels his players were ""unlucky"" to have contracted the coronavirus during their stay in Christchurch, and said that the quarantine protocols breaches were ""unintentional"". Seven members of the Pakistan touring squad tested positive for coronavirus days after their arrival in New Zealand on November 24. The former Pakistan skipper admitted that the precautionary COVID guidelines were strict, and expressed disappointment in not being able to practice in the last 14 days.""Due to COVID, rules are very strict in New Zealand and we respect that. And now we have moved out of quarantine after spending 14 days in isolation. We were not able to practice in the last 14 days,"" Misbah said during a virtual press conference on Friday.""I think we were a bit unlucky in this regard that we couldn't practice after three days, and lost a lot of time due to coronavirus cases but now we are back on the field,"" he added."
76,"Three more members of the 54-member Pakistan squad in New Zealand have tested positive for COVID-19, taking the total number of infected cases to nine. An official source in the Pakistan Cricket Board said the New Zealand health authorities confirmed that three people have returned positive while one result is pending. ""But the main thing is these three positive results are under investigation to find out whether they are historical cases or new infections,"" the source said. Former captain Sarfaraz Ahmed and pacer Muhammad Abbas are understood to be among the historical cases."
77,"Islamabad, Pakistan: Pakistan will purchase 1.2 million COVID-19 vaccine doses from China's Sinopharm , a minister said on Thursday, the first official confirmation of a vaccine purchase by the South Asian country as it battles a second wave of infections.China approved a COVID-19 vaccine developed by an affiliate of state-backed pharmaceutical giant Sinopharm on Thursday, its first approved shot for general public use.""The Cabinet Committee has decided to initially purchase 1.2 million doses of the vaccine from the Chinese company Sinopharm, which will be provided free of cost to frontline workers in the first quarter of 2021,"" Pakistani Minister for Science and Technology Chaudhry Fawad Hussain said on Twitter.Pakistan had earlier this month approved $150 million in funding to buy COVID-19 vaccines, initially to cover the most vulnerable 5 per cent of the population.The country did not announce which vaccine it would procure, but said a panel of experts was compiling a list of recommendations and that it could tap more than one source."
78,"Decision To Reopen Kartarpur Corridor Will Be As Per Covid Norms: CentreThe Kartarpur Corridor was shut down by the Indian government in March (File)New Delhi: Ahead of the Guru Nanak Jayanti, the Ministry of External Affairs (MEA) on Thursday said the decision to re-open the Kartarpur Corridor will be taken as per the coronavirus protocol.Speaking at the weekly virtual briefing, Anurag Srivastava, MEA Spokesperson, said that the Kartarpur Corridor was closed due to COVID-19 protocol and it will be reopened after consultation with all the concerned authorities.""The decision to reopen the Kartarpur Corridor will be in line with COVID19 protocol. We are in touch with all the concerned authorities,"" said Mr Srivastava.On October 2, Pakistan government had announced the re-opening of the 4.7-kilometre-long passage that connects Dera Baba Nanak Sahib in India's Gurdaspur and Gurdwara Darbar Sahib in Pakistan's Kartarpur. It was inaugurated last year."
79,"Islamabad: Pakistan on Tuesday confirmed its first case of the new coronavirus variant found in the UK after it identified the strain that spreads at a much faster pace in three samples taken from passengers who had returned from Britain.The health department in Sindh said the samples of 12 returnees were taken for genotyping, out of which six tested positive.""Samples of 3 UK returnees show a 95 per cent match to the new coronavirus variant from the UK in the first phase of genotyping,"" it said in a tweet."
80,"Islamabad, Pakistan: Pakistan will purchase 1.2 million COVID-19 vaccine doses from China's Sinopharm , a minister said on Thursday, the first official confirmation of a vaccine purchase by the South Asian country as it battles a second wave of infections.China approved a COVID-19 vaccine developed by an affiliate of state-backed pharmaceutical giant Sinopharm on Thursday, its first approved shot for general public use.""The Cabinet Committee has decided to initially purchase 1.2 million doses of the vaccine from the Chinese company Sinopharm, which will be provided free of cost to frontline workers in the first quarter of 2021,"" Pakistani Minister for Science and Technology Chaudhry Fawad Hussain said on Twitter.Pakistan had earlier this month approved $150 million in funding to buy COVID-19 vaccines, initially to cover the most vulnerable 5 per cent of the population.The country did not announce which vaccine it would procure, but said a panel of experts was compiling a list of recommendations and that it could tap more than one source."
81,"Beijing: Chinese Foreign Minister Wang Yi on Monday held the first joint virtual conference with his counterparts from Pakistan, Afghanistan and Nepal during which he proposed a four-point plan to contain the novel coronavirus pandemic, boost economic recovery and resumption of the BRI (Belt and Road Initiative) infrastructure projects.Afghanistan's acting Foreign Minister Mohammad Haneef Atmar and Nepalese Foreign Minister Pradeep Kumar Gyawali attended the virtual meeting, according to a Chinese Foreign Ministry press release.Pakistan's Foreign Minister Shah Mahmood Qureshi did not participate in the meeting. Pakistan was represented by Economic Affairs Minister Makhdoom Khusro Bakhtiar."
82,"An unnamed Pakistani cricketer has rejoined the squad in England after self-isolating following a positive test for coronavirus, it was announced on Thursday. Pakistan are in England preparing for a three-Test series starting in Manchester on August 5, with those matches set to be followed by three Twenty20 internationals. ""A Pakistan player has been cleared to return to the squad after undergoing a precautionary period of self-isolation,"" said an England and Wales Cricket Board spokesman. ""The player had returned a positive test result for the remnants of a previous COVID-19 infection and in consultation with Public Health England and a virologist, a safety-first approach was taken to isolate the player."
83,"Islamabad: Pakistan Foreign Minister Shah Mahmood Qureshi, undergoing treatment for COVID-19, on Thursday rubbished as ""false news"" the reports of his death that appeared on social media.Mr Qureshi, 64, said he was fine and recovering from the coronavirus infection.Terming the reports of his death as ""false news"", the foreign minister said it had caused distress among his family and friends.""I am fine by the grace of Allah and recovering from COVID-19,"" Mr Qureshi was quoted as saying by Geo News.Pakistan Foreign Office spokesperson Aisha Farooqui also condemned the attempts by ""mischievous elements"" to spread rumours on social media about the foreign minister's health."
84,"Pakistan's Health Minister Tests Positive For COVID-19Dr Zafar Mirza said that he was experiencing ""mild symptoms"" and was taking all precautions.Islamabad: Pakistan's health minister Dr Zafar Mirza said on Monday that he was tested positive for the novel coronavirus, becoming the latest senior minister in the country to be hit by the deadly virus.Dr Mirza, the special assistant to the prime minister on health services, said that he was experiencing ""mild symptoms"" and was taking all precautions.""I have tested positive for COVID-19. Under med advice I have isolated myself at home & taking all precautions. I have mild symptoms. Please keep me in your kind prayers,"" tweeted Dr Mirza.He urged his colleagues to keep up the good work. ""You (colleague) are making a big difference and I am proud of you,"" he said.Dr Mirza had been at the forefront of the government's response to the pandemic and briefed the media on a daily basis about the situation."
85,"An unnamed Pakistani cricketer has rejoined the squad in England after self-isolating following a positive test for coronavirus, it was announced on Thursday. Pakistan are in England preparing for a three-Test series starting in Manchester on August 5, with those matches set to be followed by three Twenty20 internationals. ""A Pakistan player has been cleared to return to the squad after undergoing a precautionary period of self-isolation,"" said an England and Wales Cricket Board spokesman. ""The player had returned a positive test result for the remnants of a previous COVID-19 infection and in consultation with Public Health England and a virologist, a safety-first approach was taken to isolate the player."
86,"Pakistan cricketers Haider Ali, Imran Khan and Kashif Bhatti, along with masseur Malang Ali, have tested negative for COVID-19 and will leave for England on July 8 to join the team ahead of next month's three-match Test series. The three, along with masseurs Malang and Mohammad Imran, tested negative on July 1 and 4. The Pakistan squad is currently training in Worcester ahead of the three-match Test series against England, which begins in Manchester on August 5"
87,"An unnamed Pakistani cricketer has rejoined the squad in England after self-isolating following a positive test for coronavirus, it was announced on Thursday. Pakistan are in England preparing for a three-Test series starting in Manchester on August 5, with those matches set to be followed by three Twenty20 internationals. ""A Pakistan player has been cleared to return to the squad after undergoing a precautionary period of self-isolation,"" said an England and Wales Cricket Board spokesman. ""The player had returned a positive test result for the remnants of a previous COVID-19 infection and in consultation with Public Health England and a virologist, a safety-first approach was taken to isolate the player."
88,"Decision To Reopen Kartarpur Corridor Will Be As Per Covid Norms: CentreThe Kartarpur Corridor was shut down by the Indian government in March (File)New Delhi: Ahead of the Guru Nanak Jayanti, the Ministry of External Affairs (MEA) on Thursday said the decision to re-open the Kartarpur Corridor will be taken as per the coronavirus protocol.Speaking at the weekly virtual briefing, Anurag Srivastava, MEA Spokesperson, said that the Kartarpur Corridor was closed due to COVID-19 protocol and it will be reopened after consultation with all the concerned authorities.""The decision to reopen the Kartarpur Corridor will be in line with COVID19 protocol. We are in touch with all the concerned authorities,"" said Mr Srivastava.On October 2, Pakistan government had announced the re-opening of the 4.7-kilometre-long passage that connects Dera Baba Nanak Sahib in India's Gurdaspur and Gurdwara Darbar Sahib in Pakistan's Kartarpur. It was inaugurated last year."
89,"All 20 players and 11 management personnel in the Pakistan touring party have tested positive for coronavirus since arriving in Britain, the England and Wales Cricket Board said Tuesday. The ECB added that England's latest round of tests, for their training group and management conducted on Monday had also yielded a complete set of positive results. England players and staff have now had three COVID-19 tests. The ECB's announcement followed a statement from Pakistan that six more players had been cleared to join the tour after recording two successive negative COVID-19 tests.But the other four of the 10 players who originally tested positive for the virus last week will have to stay in Pakistan for now after failing further tests."
90,"Decision To Reopen Kartarpur Corridor Will Be As Per Covid Norms: CentreThe Kartarpur Corridor was shut down by the Indian government in March (File)New Delhi: Ahead of the Guru Nanak Jayanti, the Ministry of External Affairs (MEA) on Thursday said the decision to re-open the Kartarpur Corridor will be taken as per the coronavirus protocol.Speaking at the weekly virtual briefing, Anurag Srivastava, MEA Spokesperson, said that the Kartarpur Corridor was closed due to COVID-19 protocol and it will be reopened after consultation with all the concerned authorities.""The decision to reopen the Kartarpur Corridor will be in line with COVID19 protocol. We are in touch with all the concerned authorities,"" said Mr Srivastava.On October 2, Pakistan government had announced the re-opening of the 4.7-kilometre-long passage that connects Dera Baba Nanak Sahib in India's Gurdaspur and Gurdwara Darbar Sahib in Pakistan's Kartarpur. It was inaugurated last year."
91,"New Delhi: India has raised questions on a proposal from Pakistan to reopen cross-border movement to the famous Sikh pilgrimage site at Kartarpur, people with direct knowledge of the matter told NDTV.""Cross border travel has been temporarily suspended as part of measures to prevent and contain the spread of coronavirus. Further view would be taken in consultation with health authorities and other stakeholders concerned,"" a government source said, asking not to be identified.Sources said Pakistan has been trying to ""create a mirage of goodwill"" by proposing to resume the Kartarpur pilgrimage from June 29 with a short notice of two days."
92,"New Delhi: India has raised questions on a proposal from Pakistan to reopen cross-border movement to the famous Sikh pilgrimage site at Kartarpur, people with direct knowledge of the matter told NDTV.""Cross border travel has been temporarily suspended as part of measures to prevent and contain the spread of coronavirus. Further view would be taken in consultation with health authorities and other stakeholders concerned,"" a government source said, asking not to be identified.Sources said Pakistan has been trying to ""create a mirage of goodwill"" by proposing to resume the Kartarpur pilgrimage from June 29 with a short notice of two days."
93,"Lahore: A batch of 250 Indian nationals stranded in Pakistan due to the lockdown returned to the country through the Wagah Border on Friday. 
This is the second batch in as many days after 248 Indians returned home on Thursday. Now, around 250 Indians are stranded in Pakistan and will return to the country on Saturday, Pakistani officials said.The Wagah Border in Lahore has been opened for three days, June 25 to June 27, to facilitate repatriation of stranded Indians.""The second batch of 250 Indians left for their homeland today (Friday). They had been stranded here because of COVID-19 lockdown and closure of the international border,"" a Pakistan Foreign Ministry official told PTI."
94,"Mexico, India and Pakistan are among the countries that have hit record numbers of new coronavirus cases in recent days, as drastic regulations that kept streets empty and people apart are lifted. It's a similar story in U.S. states like Texas, Florida and California. In Beijing, a cluster of cases linked to a wholesale market has caused alarm over the weekend.Should that mean a return to lockdowns? U.S. Treasury Secretary Steven Mnuchin says no. Reality will be less categorical.Take Pakistan. Official numbers have soared so dramatically that now roughly one in five of those tested are infected, a worrying indication of both spread and inadequate testing volumes. An already-fragile health system is overwhelmed and running out of beds. The country is now registering well over 6,000 new cases a day, compared with less than 1,000 before restrictions began to ease in May. It's moving so fast, in fact, that the World Health Organization took the usual step of recommending officials reimpose shelter-in-place orders. Mindful of the financial realities of a crumbling economy, though, the global body suggests restrictions be applied two-weeks-on, two-weeks-off."
