Body ID,articleBody
73,"Petrol and diesel prices are expected to go up further to ¢18 cedis and ¢20 per litre by middle of November 2022, the Institute for Energy Security has predicted. It is also projecting a further increase in the price of Liquefied Petroleum Gas despite a 1.43% fall in the commodity on the world market. Fuel prices went up twice in the month of October 2022, as some Oil Marketing Companies (OMCs) are selling petrol at ¢16.94, whilst diesel is going for ¢18.76. The Institute for Energy Security (IES) recognises the recent price increases by all OMCs monitored, and predicts that prices will see a further rise for all OMCs by end of the new pricing window on account of the significant depreciation of the cedi against the US dollar, and to some extent, the appreciable increase in gasoil price on the international fuel market. In IES estimation, gasoils [diesel] price per litre is set to break the ¢20.00 mark, with a gallon price possibly going for c90.00 on the market. gasoline [petrol] price may also inch close to Gh¢18 per litre by mid-November 2022, it stressed. Again, it said unfortunately, the 1.43% fall in the price of LPG on the world market may not translate into a reduction at the domestic pump, as it may offset cedis depreciation, and rather force the price of the commodity to rise further in the coming days. Cedi depreciates significantly Per the IES Economic Desks analysis of the foreign exchange (forex) market over the last two weeks, it said the cedi, continues to lose stability against the US dollar in significant terms. The cedi, it stated, depreciated by a whopping 32% from the previous rate of ¢10.89 to the current rate of ¢14.42, to the US dollar. Current fuel prices The IES said the current figures at the pumps suggest the national average price per litre of petrol is ¢16.94, up from ¢11.05 in the last window, representing a significant increase of 53%. The national average price per litre of diesel also jumped to ¢18.76, from ¢13.98. This represented an increase of 34%. In the pricing window under review, the IES market scan picked Petrosol, Engen, Sel, and Compass Oleum as OMCs with the highest-priced fuel on the market."
74,"Fuel prices have shot up significantly by about 10 percent even before the fortnight review of petroleum products on Sunday, October 30, 2022, by the Oil Marketing Companies (OMCs). This is coming despite a stable price of crude oil on the world market. Checks by Joy Business indicate some market leaders such as GOIL and TotalEnergies are selling petrol at ¢13.99 a liter while Petrosol and Engen, have increased prices for both petrol and diesel astronomically. While Petrosol is now selling petrol for ¢17.45 per liter, Engen is selling a liter of petrol for ¢17.54 . Fuel prices shoot up significantly by about 10% before next pricing window The two OMCs are also now selling a liter of diesel for ¢19. 89 pesewas and ¢19.44 pesewas respectively. Fuel prices shoot up significantly by about 10% before next pricing window Some Industry players have attributed the surge in prices to recent depreciation of the cedi against the U.S dollar. An industry analyst told Joy Business that the OMCs can no longer wait for the bi-weekly review of prices of petroleum products because the Bulk Oil Distribution Companies have been selling to them at the current market rate. Already, the Ghana Private Road Transport Union (GPRTU) has indicated its intention of increasing transport fares, effective Saturday, October 29, 2022 by 19%. The increasing fuel prices will push inflation up. This will subsequently influence interest rates and the cost of borrowing. Fuel prices went up between 7% and 12% on October 16, 2022 According to the Institute for Energy Security (IES), this was due to the increases in price of the products on the international market, and the significant decline in the value of the local currency against the American greenback or US dollar."
76,"86% of Chief Executive Officers sampled by accounting and auditing firm, KPMG, believe a global recession will happen over the next 12 months. However, 58% feel it will be mild and short, whilst 76% have plans in place to deal with it. In its 2022 CEO Outlook, KPMG said the CEOs are however ready and prepared to weather the current geopolitical and economic challenges while still anticipating long-term global growth. Despite geopolitical and economic challenges, global economic confidence over the next three years has rebounded from early 2022, rising to 71%, it stated. Also, the report said geopolitical uncertainties will likely continue to impact strategies, with 81% of CEOs adjusting or planning to adjust their risk management procedures. But in spite of short-term recession fears, the increased confidence CEOs have for the longer term indicates they feel well prepared to navigate their businesses through turbulent times. In fact, when asked about their confidence in the resiliency of the global economy over the next 6 months  a period likely to be fraught with uncertainty and constant change  73% still had a positive outlook, up 13 percentage points from February 2022. Top risks looking forward The report said the Covid-19 pandemic fatigue and economic factors  including the threat of rising interest rates and inflation  top the list of most pressing concerns for CEOs today at 15% and 14%, respectively. As we look to the next three years, risks are more interconnected than ever. Emerging technology (not seen in the top five last year) rises in rank as the top risk and greatest threat to organizational growth. Operational, regulatory and reputational concerns also jumped into the top five. Managing geopolitical risk The report again said Strategic alliances (26%), organic growth (22%) and managing geopolitical risks (20 percent) top the list of the most important strategies for achieving organisational growth objectives over the next 3 years. The CEOs indicate that geopolitical uncertainties will continue to impact their strategies and supply chains over the next 3 years. In fact, 81% of CEOs have adjusted or plan to adjust their risk management procedures considering geopolitical risk, and 21% of CEOs will be increasing measures to adapt to geopolitical issues to achieve their growth objectives. With geopolitics a key agenda item in 2022, the survey stressed that the CEOs need to be knowledgeable on the subject and how to navigate the risks, adding, its important to make a geopolitical risk assessment part of their overall strategy."
77,"86% of Chief Executive Officers sampled by accounting and auditing firm, KPMG, believe a global recession will happen over the next 12 months. However, 58% feel it will be mild and short, whilst 76% have plans in place to deal with it. In its 2022 CEO Outlook, KPMG said the CEOs are however ready and prepared to weather the current geopolitical and economic challenges while still anticipating long-term global growth. Despite geopolitical and economic challenges, global economic confidence over the next three years has rebounded from early 2022, rising to 71%, it stated. Also, the report said geopolitical uncertainties will likely continue to impact strategies, with 81% of CEOs adjusting or planning to adjust their risk management procedures. But in spite of short-term recession fears, the increased confidence CEOs have for the longer term indicates they feel well prepared to navigate their businesses through turbulent times. In fact, when asked about their confidence in the resiliency of the global economy over the next 6 months  a period likely to be fraught with uncertainty and constant change  73% still had a positive outlook, up 13 percentage points from February 2022. Top risks looking forward The report said the Covid-19 pandemic fatigue and economic factors  including the threat of rising interest rates and inflation  top the list of most pressing concerns for CEOs today at 15% and 14%, respectively. As we look to the next three years, risks are more interconnected than ever. Emerging technology (not seen in the top five last year) rises in rank as the top risk and greatest threat to organizational growth. Operational, regulatory and reputational concerns also jumped into the top five. Managing geopolitical risk The report again said Strategic alliances (26%), organic growth (22%) and managing geopolitical risks (20 percent) top the list of the most important strategies for achieving organisational growth objectives over the next 3 years. The CEOs indicate that geopolitical uncertainties will continue to impact their strategies and supply chains over the next 3 years. In fact, 81% of CEOs have adjusted or plan to adjust their risk management procedures considering geopolitical risk, and 21% of CEOs will be increasing measures to adapt to geopolitical issues to achieve their growth objectives. With geopolitics a key agenda item in 2022, the survey stressed that the CEOs need to be knowledgeable on the subject and how to navigate the risks, adding, its important to make a geopolitical risk assessment part of their overall strategy."
79,"The Ghana Stock Exchange was on September 28, 2022, admitted to full membership of the World Federation of Exchanges (WFE) at its 61st Annual General Assembly held in Malta. GSE becomes the 11th African Stock Exchange to become a full member of the WFE. The WFE is a non-profit organisation, which has the objective to contribute to the development, support, and promotion of organised and regulated securities and derivatives markets, to meet the needs of the worlds capital markets in the best interests of their users. As a full member of the Federation, the GSE will benefit from the WFEs work done by its various Working Committees as well as from the interaction with other members to further develop the stock market in Ghana to increase its relevance and contribution to the Ghanaian financial sector eco-system and the economy at large. Membership in the association will also boost investor confidence in the Ghanaian market as we support the Government to make Ghana a gateway to Africa and a global Financial Hub. In his remarks, the Managing Director of the Ghana Stock Exchange, Ekow Afedzie said: This is another milestone chalked by the Exchange and becoming a full member of the WFE is a testament to our commitment to adhering to the highest international standards and best practices to move this Exchange from a frontier to an emerging market status. GSE looks forward to taking advantage of every opportunity available to members to develop the market"
81,"The weak performance of the Ghana cedi to the dollar impacted negatively on the Ghana Stock Exchange, as the Accra Bourse was the worst performing stock exchange on the African continent in dollar term, in the nine months of 2022. It recorded -39% return for investors in dollar term as of September 30, 2022. However, in cedi term, it registered -11.80% return for investors. This performance is far from last years achievement where it was the second best performing stock market in Africa. In dollar term, the GSE placed 15th out of 15 top stock exchanges in Africa. In cedi term, its position was 11th. The capital market has so far this year not been left out of the challenging economic environment. It was hit severely by the rapid depreciation of the cedi and the rising inflation in the first-half of this year, and the situation continues unabated. For the Financial Stock Index, the market has recorded -3.80% for investors, so far in 2022. Also, total market capitalization at the end of September 2022 stood at ¢63.9 billion, compared with ¢64.49 billion in December 31, 2022. Meanwhile, 15 stocks had lost value since January 1, 2022, compared with seven gainers. SIC Insurance is the biggest gainer, recording a 312% gain in value since January 2022. It is presently selling at 33 pesewas per share. Access Bank follows closely, registering 27.30% gain in value, selling at ¢4.10 per share. Meanwhile, licensed buying cocoa firm, PBC, was the biggest loser shedding 33% in value. It is selling at 2 pesewas per share. GSE records -24.1% return in dollar term for investors in first-half of 2022 The GSE ended the first-half of of 2022 with a negative year-to-date return of 24.13% in dollar term. This placed the country 12th out of the 15 top stock exchanges on the African continent."
82,"The Bank of Ghana has assured it will not allow the black market to drive the exchange rate market in the country. According to the Governor, Dr. Ernest Addison, it will do everything possible within its remit to ensure that black market dealers do not dictate to the market. He added that his outfit has also created a Twitter page, purposely to give updates on the daily exchange rate. I think we should try to understand what is going on in the foreign exchange market. We have decided to introduce a Twitter page with the daily exchange rate that will be released every morning by the Bank of Ghana. Because we do not want the black market to be driving exchange rates in this country. And, we are hoping that this alone will help clear a lot of noise on the exchange forum. There have been all kinds of rumours about some conversions and foreign exchange balances into cedis. Definitely, nobody has even thought of any such measure, so we need to deal with such rumours with contempt because we are not looking at that sort of intervention at all. The Governor further said that as we are all aware, we got the $750 million from the AfriExim Bank and I think today [October 26, 2022], we are supposed to receive the $790 million from the COCOBOD syndicated loan so the Central Bank has some liquidity. Enough liquidity available till IMF programme takes off He also stressed that the Central Bank has enough liquidity to keep things relatively stable till the International Monetary Fund Programme kicks in and the financing assurances expected from other partners come in. I am aware of the recent developments in terms of liquidity in the banking sector. As I said, I took note of the advice from Washington on the financial stability issue that there has to be targeted liquidity support to preserve financial stability without undermining the inflation control objectives. So this is really the context we should have the discussion on all the complaints of we need liquidity and BoG not supplying liquidity. Yesterday I met the CEOs and I have assured them that we will provide the necessary liquidity to ensure that we dont have a system of a liquidity problem. But we do that within the context of keeping inflation low."
84,"Putin badly miscalculated. The Russian army terribly underperformed. Kyiv has shown unexpected resilience in the face of what experts thought was far superior Russian firepower. This, were told, is the story of Russias invasion of Ukraine, and all of it is true. Vladimir Putins talk of a dirty bomb is evidence of how badly the war is going for him. Russia has been taught a bitter lesson, one that other trigger-happy, self-proclaimed great powers would be wise to heed. But one part has been missed. For all of Russias difficulties, it is in a far better shape than Ukraine. Fighting has left Ukraine in ruin. Consider these eye-watering statistics: at least seven million people, mostly women and children, have left the country, from a pre-war population of 37 million, excluding Crimea and some of the Donbas. Some probably hope to return, but many never will. Tens of thousands, at a conservative estimate, have been killed in the fighting. Most of them civilians. There is no understating the demographic blow on Ukraine, which, even in better times, faced declining birth rates and increasing outward migration. It will take them decades to recover from this loss, if it ever does. Ukraines economy has been battered, too. Whole cities have been levelled to the ground. Mariupol once housed a giant steel complex, Azov steel works, Ukraines third largest producer of steel, but the plant has been destroyed. Ukraines largest oil refinery, in Kremenchug, was targeted by Russian missile strikes in April, and remains shut. The Zaporizhzhia nuclear power plant, the largest of its kind in Europe, which once provided 20 per cent of Ukrainian electricity, has been shut down, and might well be destroyed as the war continues. The country is also being cut off from the outside world. Ukraines air connection has been severed and access by sea is limited. That it took a high-level diplomatic intervention from Turkey to restart the export of agricultural products shows how precarious Ukraines position is. The World Bank thinks that Ukraines economy will have shrunk by 45 per cent this year. That might be optimistic. Any discussion of Ukraines reconstruction is wishful thinking. While the war continues, its not feasible for the government to rebuild the country. Private investors will stay away too. You cant have economic development in a war zone, never mind one that may become a nuclear battleground. Even if an apocalyptic scenario were averted, Russia could well continue crippling Ukraines economy with random missile strikes against critical infrastructure. Already Ukraines cities face electricity shortages with daily blackouts, a part of Russias morale-sapping campaign. There will be no return to normality while this nightmare continues. Ukrainians face a bleak, hard winter, and a very uncertain future. Ukraine had no choice but to defend itself. Capitulation and annexation were not palatable alternatives. Books will be written about how this war came about, whether Russias invasion was inevitable, or whether something could have been done to avert it. But given what we know today of the terrible, tragic consequences of this war, would all those involved have pursued similar policies, or would they have sought a compromise? Putin is responsible for Ukraines dire situation, but it is naive and ahistorical to imagine that Kyiv consistently pursued sensible policies, given its unenviable proximity to a dangerous, unpredictable neighbour. This need not be considered victim-blaming. Someone living in a forest next to a bears den would rightly find the prospect of being mauled completely unacceptable, and they would be within their rights to fight back against an attack. Negotiating with a bear is, after all, usually a futile exercise and, indeed, bears dont understand off-ramps. But, nevertheless, shouldnt we be careful around wild animals? Ukraines is a tragic lot. The country's pro-western orientation rattled Putin but the absence of western security guarantees gave him an opening. Ukraine became stuck between a resurgent, militant, imperialistic Russia, and an indignant West, willing to help Ukraine, but unwilling to fight for it. If there is a lesson in this sad situation, it is that countries in the grey, contested space between great powers should tread with caution. Aggressive neighbours dont have special rights or privileges, but they are capable of inflicting grim damage on their would-be victims, and so must be treated with some (at least superficial) deference. Treading carefully does not necessarily mean appeasement. There is a vast space between brave defiance and grovelling acceptance. Exploring that space is what makes for good policy. With Ukraine in ruins and reconstruction a distant dream, we should remember that heroics are needed when political foresight fails."
85,"It is the moment nobody was quite sure would actually ever happen: after months of drama, Elon Musk says his $44bn (£38bn) deal to buy Twitter is complete. He announced the big news on Twitter itself, of course, he has changed his bio to read Chief Twit and declared the bird is freed. Job done, as far as he is concerned. There has been no official confirmation as yet, and the silence from Twitter HQ so far has been rather deafening. But perhaps there is nobody there to send that email  Mr Musk has reportedly already fired chief executive Parag Agrawal, chief financial officer Ned Segal, and legal and policy executive Vijaya Gadde, while chairman Bret Taylors LinkedIn profile suggests he is no longer at the firm either. So what might Mr Musks Twitter look like? A digital town square Mr Musk addressed potential advertisers in an uncharacteristically humble message posted on the site on Thursday. In it, he spoke of buying Twitter because he wanted to try to help humanity, and said he wanted civilisation to have a digital town square. He also accepted that his mission may fail. The fact that he wrote specifically to those who advertise on Twitter suggests he intends for now at least to stick with its digital advertising business model. That is despite this revenue starting to fall for giants like Google-owner Alphabet and Facebook-owner Meta, as the global financial crisis bites and firms find themselves with less cash to splash on marketing In the past he has spoken bombastically about wanting to lighten moderation, so that more voices can be heard more freely (Twitter has long been accused of favouring left-leaning, liberal messages, which it denies). Might he decide to bring back some of the more controversial tweeters, banned under the previous administration  former US president Donald Trump (who has previously said he had no desire to return), or more recently, his friend Kanye West? I am not so sure. Mr Musk now offers a more curtailed vision, saying that the platform must remain welcoming, must abide by national laws and must not become a free-for-all hellscape. West was banned for anti-Semitism and Mr Trump permanently suspended for inciting violence  sounds a bit hellscapey to me. What next for Twitter under Elon Musk? Spam and super app hints Mr Musk has raged against the amount of spam and bot accounts he believes litter the site  Twitter has always disputed his claims that its official figure is far too low. He could order a mass cull, although that would probably affect everybodys all-important follower numbers, which could be an unpopular first move. Perhaps his most intriguing hint so far is about his new company being the start of X, the everything app. He has never elaborated on that but many have suggested that he is referring to the creation of a kind of super app along the lines of Chinas WeChat  a one-stop-shop for social media, messaging, finance, food orders  in a nutshell, everyday life admin. The West does not yet have such a thing, although one could argue that Metas WhatsApp and even Facebook Messenger are quietly morphing into services with multiple functions. Mr Musk has not disguised his love of cryptocurrency and Binance, the worlds largest crypto-exchange, is a proud investor in his vision (according to the press release I received just after 05:00 BST). Could we see a Twitter set-up for businesses to accept payments  in crypto? That would be a hit with crypto fans and a horror for those who warn that crypto remains a risky choice, unregulated and therefore unprotected if anything goes wrong. What we do know about Mr Musk is that he is visionary, volatile, ambitious, and creative. We can guarantee the changes will start rolling in  and already some Twitter fans are saying the change of leadership will drive them away. We wanted flying cars, instead we got 140 characters, said the investor Peter Thiel of the tech industry, long before the meme expectations vs reality became a thing. With Mr Musk, we may well get both."
86,"Petrol, diesel prices to go up further to ¢18 and ¢20 per litre by mid-November  IES"
87,Fuel prices shoot up significantly by about 10% before next pricing window
88,86% global CEOs predict global recession in next 12 months  KPMG Survey
89,GSE attains full membership status at World Federation of Exchanges
90,GSE is worst performing stock market in Africa; suffers from cedi depreciation
91,We will not allow black market to drive exchange rate market  BoG assures
92,"The Ministry of Finance has dismissed allegations that negotiations with the International Monetary Fund are not going well because the Fund does not see any seriousness on the part of the government. Again, the Ministry refutes the claims that the government does not have a programme for consideration by the IMF, whilst officials of the Fund have discovered inaccuracies in the macroeconomic figures presented by the governments Economic Management Team. None but accurate figures have been presented to the IMF; and the Ministry has been fully transparent at all times. The Ghanaian negotiation team remains credible and highly respected, and has enjoyed great cooperation from the IMF. To suggest otherwise is false, misleading and pure mischief which must be ignored, it said in a statement. To the contrary, it explained that the government has submitted its Post-COVID Programme for Economic Growth to the Fund, which the programme has formed the basis of negotiations, adding, We refer the public to the IMFs Press Statement dated 20th October, 2022: The Ghanaian delegation and IMF staff had very fruitful discussions on the authorities post-COVID program for economic growth and associated policies and reforms that could be supported by a new IMF arrangement. The allegation that the negotiations are not going well is categorically untrue. The IMF itself has on numerous occasions stated unequivocally that negotiations are progressing well, and affirmed that both parties are fully committed to reaching a deal as soon as feasible. We quote the Fund below. We had constructive discussions on policies aimed at restoring macroeconomic stability  Staff express their gratitude to the authorities, and other stakeholders in Ghana for their constructive engagement and support during this mission. Furthermore, it said the Ghanaian delegation and IMF staff had very fruitful discussions on the authorities post-COVID program for economic growth and associated policies and reforms that could be supported by a new IMF arrangement. We made good progress in identifying specific policies that would restore macroeconomic stability.  The IMF team and the Ghanaian authorities remain fully committed to reaching agreement on a framework and policies for an IMF-supported program as soon as feasible, it added. The Finance Ministry also expressed disappointment that at a time when the Republic is engaged in serious efforts aimed at ensuring macroeconomic stability, the propagation of falsehoods and misrepresentations, supported by the publication of same, appear to be gaining notoriety. Most regrettably, it said such unfounded and misleading statements undermine national efforts when introduced into public discourse. We caution that such falsehoods contribute to the erosion of stability in the Ghanaian economy, and could unduly hold back the strong progress of negotiations so far. The Ministry hereby calls on all to be responsible in utterances related to the IMF negotiations. Well-meaning Ghanaians are entreated to disregard false narratives, and instead defer to official communications from the Ministry of Finance and the IMF, it stressed. We urge everyone, and journalists in particular, to verify claims related to the ongoing IMF negotiations from the following official dedicated websites: Ministry of Finance: https://mofep.gov.gh/news-and-events/imf-update IMF: https://www.imf.org/en/Countries/GHA. Government working hard to complete IMF programme The Ministry of Finance assured Ghanaians that the Government of Ghana is working assiduously to complete negotiations and restore the economy to macroeconomic stability."
93,86% global CEOs predict global recession in next 12 months  KPMG Survey
94,"Why do we do this to ourselves sometimes? Taking advantage of situations to cheat others to make money? That is the situation we find ourselves in at this critical juncture of economic hardships with prices of goods and services skyrocketing, sometimes on daily basis. Admitted. The drop in the value of our cedi as against the US dollar is a reality hitting all of us so hard. One cannot deny the fact that the unsurpassed inflation rate is having a huge toll on the prices of goods, food items and services. Exploitation However, one can say that the daily price increases by some sellers are sheer exploitation of the situation to make money. Unfortunately, those deep in that game do not feel ashamed of what they are doing. They see it as a season to reap what they have not sown. I had bought five bags of a brand of cement last week Tuesday morning at a price of around ¢60 plus per bag. Then on the following day, Wednesday morning, barely 24 hours, I went back to get two more bags at the same place. It was clearly obvious that their stocks from the previous day had not moved much. I was completely dazed then, that the same lady I met the day before, told me the price of all the cement brands had gone up by as much as ¢10 per bag. I stood there in shock. I asked her what had changed for the price increase when she herself received payment from me in the region of ¢60 just 24 hours earlier. She looked at me and retorted: That is the message they have sent us this morning. Really? Who would instruct that old stocks should change price and sell with as much as ¢10 increment within a day? What would the price be by the end of the week then? I actually could not walk away as I would normally have done whenever I smelled cheating in the air when buying. This time around, I had no choice but to buy. I could also not argue much because my mason was waiting to finish the work for me. Then, just two days ago, I stopped by a drinks seller to get some packs of assorted drinks for the house. Like I sometimes do, I sat in my car and did the transaction with the seller. I first asked for the prices of two of my favourite drinks as that is the normal thing to do these days. One has to ask before one buys. The lady I asked the price from looking at a second lady sitting close to her and whispered something in her ears. They whispered something to each other and called out a price that seemed outrageous to me. I asked politely if that was the latest price and they both said, yes. At that point, I saw cheating sparkling in their eyes and drove off. Luckily, ahead of me was another drinks seller so I stopped to enquire about prices as she seemed to have the varieties I was looking for. The seller was quite genuine. The prices she gave me for the same drinks I stopped for earlier were more like it. They were reasonable and so paid for my selection and drove off. Kalabule Does anyone remember the early days of COVID-19 when we were locked down? Similar advantage-taking exercises by sellers were abhorrently applied, especially at the open markets where prices of foodstuffs like gari, rice, beans and some fruits shot up in price. People were just taking advantage of the situation happening then. So what really is going on currently? Are some sellers taking advantage of the system while indulging in their own pricing of goods? If only people who are exploiting the economic situation could cast their minds back to those days of Kalabule and what happened as a result. In case they are not old enough and therefore never experienced or got to understand the situation at the time with Kalabule, what is happening now can easily be classified as such. It was a time when some individuals in the retail trade took advantage of the harsh economic situation then, bought goods and hoarded them and released them at their own bidding and at a higher price just to exploit others. No one would wish for those days to come back and so the sellers who are dictating their own pricing even on older stocks and on daily basis, to make the situation look too dire should put a stop to it. Just as the days of Kalabule went under, the current situation will also go under and hopefully, we shall return to fairness and justice in the retail market. They would be the losers."
95,"We may never get official reasons for the Akufo-Addo governments failure to apply for the Debt Service Suspension Initiative (DSSI) administered by the World Bank and the IMF between 2020 and 2021. The World Bank President was recently reported to have said that, Ghana should have signed up for Debt Service Suspension Initiative (DSSI). As an individual who advocated in March 2021 for Ghana to even go for a 2-year debt service suspension as part of a package to change the country over 24 months, I feel angry that government ignored this initiative that could, together with other measures, have saved the economy and the free-falling cedi. So, why did government not take advantage of the DSSI? Two basic reasons We may never get official reasons for governments reckless decision to not apply for the DSSI or approach the IMF earlier than it did. But, as a political and economic analyst, I have two basic reasons to explain why we are where we are: Debt Sustainability Analysis (DSA) Government did not want to be exposed to be in a situation of debt unsustainability and would have had to institute policies aimed at debt sustainability, denying them of the reckless borrowing and spending that they had become accustomed to. Applying for the DSSI would have forced government to undertake a DSA that would include the financial sector clean-up costs and the energy sector legacy debts to government debts, and thereby show overall government debt level as unsustainable. With that, government would have been compelled to implement policies/measures to bring our debt to sustainable levels over a period, something this government was not willing to implement, given their addiction to Eurobonds. Sadly, they are going to do the very DSA and implement the very policies they didnt want to do to save the economy and the Cedi, now doing so under circumstances of a failing economy and a free-falling Cedi. They could have done it when they had control of the situation. Arrogance Having ridiculed President Mahama and his government for going to the IMF in 2015, this government did not want to have anything to do with the IMF and the World Bank. Ken Ofori-Atta, even when the signs were on the wall that going to the IMF was inevitable, was saying that Ghana was a proud country that would not go to the IMF. The pride and arrogance of government made them not apply for the DSSI, when it was clear Ghana was going to suffer big time for not doing so."
96,"Hand washing is the single most effective way to reduce the spread of infections and contamination. Although common knowledge, it has taken a global pandemic to reinforce a practice as simple as washing ones hands with soap under running water, to curb the spread of a deadly disease. Today as the world moves on and adjusts to life with a virus that has seemingly become part of us, it is more so pivotal to ingrain the message and practice of hand hygiene into all. Together, we must ensure that healthy handwashing habits are built to mitigate the risks and effects of the spread of pathogens. It is for this reason that every year on October 15, Global Handwashing Day is celebrated as a day dedicated to advocating for handwashing with soap as an easy, effective, and affordable way to prevent diseases and save lives. This year the theme for the day is Unite for Universal Hand Hygiene. A global call to action, regardless of role, age, gender, religion, race, or political affiliation to address the matter of hand hygiene with the urgency it requires. We may remember that when COVID-19 emerged some two years ago, one of the most critical activities used for preventing infection was hand washing. A practice with benefits that have been known to curb the spread of infectious diseases since its discovery by Ignaz Semmelweis in 1847. Relating to benefits, the Centers for Disease Control and Prevention (CDC) has revealed that handwashing with soap could protect about 1 out of every 3 young children who get sick with diarrhea and almost 1 out of 5 young children with respiratory infections like pneumonia. Similarly, due to its immense socio-economic benefits, one of the targets under the Sustainable Development Goal (SDG) 6, is for the global community to achieve access to hygiene for all by 2030. According to UNICEF, approximately half a million people die each year from diarrhea or acute respiratory infections, causing significant financial costs resulting from sickness and death that could be avoided with proper hygiene, precisely hand hygiene. Essentially, hand hygiene is one of the most important elements of overall hygiene, begging the question of why there is limited access to the basic act of cleaning hands when it can save lives and reduce illness which is essential to the socio-economic well-being of a country. Therein lies a unique opportunity to position hand hygiene as an important long-term safety and public policy issue and increase as well as hasten investments on facilities for good hand hygiene. The UN states that hygiene targets by 2030 requires an increase in the pace of progress, otherwise at current rates by the year 2030, 1.9 billion people will lack basic hand hygiene facilities. In effect, nations should tackle the issue of hand hygiene wholistically  inclusive of both the private and public sectors. Not as a temporary public health intervention when crisis looms but as an everyday practice that contributes to health and economic resilience. The government as the leader should be responsible for public policies backed with regulation and enforcement of the availability of water and hand washing facilities in public spaces such as hospitals and schools. In addition, investments should be made in education, sensitization, and capacity building. The citizenry, inclusive of households and individuals should adapt and maintain the best practices of hand hygiene and hold themselves accountable to standards that have been set to accelerate the progress of the policy and practice of basic hand hygiene. Unite for Universal Hand Hygiene: A policy and practice for all The author, Nana Adwoa Twumwaa Baafi The private sector must not be left out as they have the capacity to work closely with authorities to make key investments that will provide accessible and affordable facilities for all. From the media, civil society, community and thought leaders, the private sector, the old and the young, there is a part to be played by all as we push for policies and initiatives that can be a pathway towards creating communities that have the resources to practice hand hygiene and do so habitually."
